strain,phage,interaction
ECOR48,AL505_Ev3,0
NILS23,AL505_Ev3,0
ROAR178,AL505_Ev3,0
ROAR419,AL505_Ev3,0
H10040017BM,AL505_Ev3,0
H14,AL505_Ev3,0
H10030010GJ,AL505_Ev3,0
ROAR400,AL505_Ev3,0
ROAR205,AL505_Ev3,0
BCH953,AL505_Ev3,0
H10020064EM,AL505_Ev3,0
NILS49,AL505_Ev3,0
LM07,AL505_Ev3,0
H10010027SG,AL505_Ev3,0
H10050058MA,AL505_Ev3,0
NILS24,AL505_Ev3,0
ROAR334,AL505_Ev3,0
ROAR047,AL505_Ev3,0
ROAR072,AL505_Ev3,0
ROAR061,AL505_Ev3,0
ROAR082,AL505_Ev3,1
H4,AL505_Ev3,0
H10010093RA,AL505_Ev3,0
H48,AL505_Ev3,0
H47,AL505_Ev3,1
H70,AL505_Ev3,0
H10010125BM,AL505_Ev3,0
ECOR34,AL505_Ev3,0
ECOR32,AL505_Ev3,0
ECOR33,AL505_Ev3,0
ECOR30,AL505_Ev3,0
ECOR29,AL505_Ev3,1
LF50,AL505_Ev3,0
IAI01,AL505_Ev3,0
ECOR67,AL505_Ev3,0
NILS02,AL505_Ev3,0
ECOR26,AL505_Ev3,1
ECOR27,AL505_Ev3,1
ECOR28,AL505_Ev3,1
ECOR45,AL505_Ev3,1
55989,AL505_Ev3,1
IAI02,AL505_Ev3,1
NILS33,AL505_Ev3,1
IAI21,AL505_Ev3,0
ECOR69,AL505_Ev3,0
ECOR58,AL505_Ev3,1
ECOR72,AL505_Ev3,0
H10030071CJ,AL505_Ev3,0
NILS47,AL505_Ev3,0
H10050012LM,AL505_Ev3,0
ECOR70,AL505_Ev3,0
H10070037HD,AL505_Ev3,0
H10030079GR,AL505_Ev3,0
H10010131CA,AL505_Ev3,0
H10030120PR,AL505_Ev3,0
H10030088BJ,AL505_Ev3,0
ECOR71,AL505_Ev3,0
H10020060CT,AL505_Ev3,0
NILS15,AL505_Ev3,0
IAI43,AL505_Ev3,0
H10060022LR,AL505_Ev3,0
H10030116VR,AL505_Ev3,0
H10010020MO,AL505_Ev3,0
H10030090VJ,AL505_Ev3,0
H10010013LJ,AL505_Ev3,0
H10030105CR,AL505_Ev3,0
H10030115LR,AL505_Ev3,0
PDP110,AL505_Ev3,0
IAI18,AL505_Ev3,0
H10070015DG,AL505_Ev3,0
NILS48,AL505_Ev3,0
IAI41,AL505_Ev3,0
H10040021WI,AL505_Ev3,0
H10020007MM,AL505_Ev3,0
NILS34,AL505_Ev3,0
NILS40,AL505_Ev3,0
H10020011MG,AL505_Ev3,0
H10010003SJ,AL505_Ev3,0
IAI42,AL505_Ev3,0
H10010154TK,AL505_Ev3,0
PDP351,AL505_Ev3,0
H10010121QJ,AL505_Ev3,0
IAI08,AL505_Ev3,0
H10060003SL,AL505_Ev3,0
IAI40,AL505_Ev3,0
IAI37,AL505_Ev3,1
ECOR11,AL505_Ev3,1
NILS09,AL505_Ev3,1
NILS30,AL505_Ev3,1
NILS32,AL505_Ev3,0
IAI10,AL505_Ev3,1
IAI31,AL505_Ev3,1
IAI04,AL505_Ev3,0
AN24,AL505_Ev3,0
NILS06,AL505_Ev3,0
NILS22,AL505_Ev3,0
NAN33,AL505_Ev3,0
IAI34,AL505_Ev3,1
NIC06,AL505_Ev3,0
NILS16,AL505_Ev3,1
IAI17,AL505_Ev3,1
IAI15,AL505_Ev3,1
ECOR05,AL505_Ev3,0
IAI11,AL505_Ev3,0
NILS35,AL505_Ev3,0
ECOR10,AL505_Ev3,1
ECOR43A,AL505_Ev3,1
ECOR12,AL505_Ev3,1
IAI14,AL505_Ev3,0
IAI19,AL505_Ev3,0
IAI20,AL505_Ev3,1
ECOR25,AL505_Ev3,1
IAI26,AL505_Ev3,1
ECOR01,AL505_Ev3,0
IAI44,AL505_Ev3,0
ECOR08,AL505_Ev3,0
NILS13,AL505_Ev3,1
IAI07,AL505_Ev3,0
NILS10,AL505_Ev3,0
BE,AL505_Ev3,1
NILS07,AL505_Ev3,1
ECOR09,AL505_Ev3,1
NILS14,AL505_Ev3,0
ECOR13,AL505_Ev3,1
ECOR03,AL505_Ev3,0
NILS11,AL505_Ev3,1
IAI06,AL505_Ev3,1
ECOR02,AL505_Ev3,1
IAI13,AL505_Ev3,1
IAI09,AL505_Ev3,1
ECOR14,AL505_Ev3,1
IAI25,AL505_Ev3,1
IAI22,AL505_Ev3,1
IAI28,AL505_Ev3,1
NILS08,AL505_Ev3,1
ECOR07,AL505_Ev3,1
IAI29,AL505_Ev3,1
IAI12,AL505_Ev3,1
ECOR21,AL505_Ev3,0
ECOR20,AL505_Ev3,0
ECOR18,AL505_Ev3,0
ECOR19,AL505_Ev3,1
NILS17,AL505_Ev3,0
NILS12,AL505_Ev3,0
ECOR06,AL505_Ev3,1
ECOR23,AL505_Ev3,0
NILS41,AL505_Ev3,1
BL21,AL505_Ev3,1
ECOR17,AL505_Ev3,1
NILS03,AL505_Ev3,0
ECOR22,AL505_Ev3,1
ECOR16,AL505_Ev3,1
NILS04,AL505_Ev3,0
ECOR15,AL505_Ev3,0
NILS43,AL505_Ev3,1
ECOR04,AL505_Ev3,1
IAI16,AL505_Ev3,1
IAI23,AL505_Ev3,1
NILS37,AL505_Ev3,1
IAI03,AL505_Ev3,0
ECOR24,AL505_Ev3,0
ROAR274,AL505_Ev3,0
ECOR42,AL505_Ev3,0
IAI50,AL505_Ev3,1
ROAR036,AL505_Ev3,0
EC6230,AL505_Ev3,1
025010,AL505_Ev3,0
NILS05,AL505_Ev3,0
ROAR387,AL505_Ev3,0
B6A1,AL505_Ev3,0
ECOR31,AL505_Ev3,1
LMR3158,AL505_Ev3,0
ROAR131,AL505_Ev3,0
ROAR059,AL505_Ev3,0
EDL933,AL505_Ev3,1
ECOR37,AL505_Ev3,1
ROAR029,AL505_Ev3,1
IAI05,AL505_Ev3,1
ROAR012,AL505_Ev3,0
NILS45,AL505_Ev3,0
H442,AL505_Ev3,0
E2052,AL505_Ev3,0
TW10509,AL505_Ev3,0
H009,AL505_Ev3,0
H384,AL505_Ev3,0
E7519,AL505_Ev3,0
NILS31,AL505_Ev3,0
370D,AL505_Ev3,0
E4962,AL505_Ev3,0
M863,AL505_Ev3,0
IAI32,AL505_Ev3,0
IAI45,AL505_Ev3,0
ROAR185,AL505_Ev3,0
H10030019BM,AL505_Ev3,0
C2119,AL505_Ev3,0
B1747,AL505_Ev3,0
H10040007OM,AL505_Ev3,0
B12I13,AL505_Ev3,0
E1492,AL505_Ev3,1
B253,AL505_Ev3,0
EFERGUSONIIIVAN,AL505_Ev3,0
ATCC35469T,AL505_Ev3,1
ROAR344,AL505_Ev3,0
B691,AL505_Ev3,0
ROAR176,AL505_Ev3,0
ROAR220,AL505_Ev3,0
ROAR130,AL505_Ev3,0
ROAR129,AL505_Ev3,0
ROAR292,AL505_Ev3,0
ROAR145,AL505_Ev3,0
ROAR043,AL505_Ev3,1
ROAR438,AL505_Ev3,0
ROAR291,AL505_Ev3,0
ROAR116,AL505_Ev3,0
B49,AL505_Ev3,0
ROAR019,AL505_Ev3,0
B1147,AL505_Ev3,0
S1109,AL505_Ev3,1
EALBERTIICIP107988T,AL505_Ev3,0
S184,AL505_Ev3,1
B090,AL505_Ev3,0
B156,AL505_Ev3,0
S191,AL505_Ev3,0
B992,AL505_Ev3,0
ECOR54,LF73_P4,1
DIJ06,LF73_P4,1
ECOR52,LF73_P4,1
ECOR51,LF73_P4,1
ECOR55,LF73_P4,1
IAI54,LF73_P4,1
ECOR57,LF73_P4,0
IAI72,LF73_P4,1
NILS59,LF73_P4,1
LF31,LF73_P4,0
NILS71,LF73_P4,1
AN17,LF73_P4,1
T147,LF73_P4,1
ECOR56,LF73_P4,1
NILS74,LF73_P4,1
IAI68,LF73_P4,1
IAI62,LF73_P4,1
IAI63,LF73_P4,1
NILS79,LF73_P4,1
NILS72,LF73_P4,0
IAI76,LF73_P4,0
IAI75,LF73_P4,1
NILS29,LF73_P4,0
NILS65,LF73_P4,0
IAI57,LF73_P4,0
IAI82,LF73_P4,1
IAI73,LF73_P4,1
536,LF73_P4,1
IAI64,LF73_P4,1
NILS81,LF73_P4,1
IAI55,LF73_P4,0
IAI70,LF73_P4,1
NILS82,LF73_P4,1
NILS78,LF73_P4,0
NILS57,LF73_P4,0
AL505,LF73_P4,1
NILS67,LF73_P4,1
IAI60,LF73_P4,0
IAI66,LF73_P4,0
IAI46,LF73_P4,1
LF7074,LF73_P4,1
IAI56,LF73_P4,0
IAI61,LF73_P4,0
ECOR61,LF73_P4,1
ECOR62,LF73_P4,1
IAI38,LF73_P4,1
IAI59,LF73_P4,1
IAI69,LF73_P4,0
IAI65,LF73_P4,1
NILS68,LF73_P4,1
NILS21,LF73_P4,1
NILS66,LF73_P4,1
ECOR59,LF73_P4,1
ECOR60,LF73_P4,1
IAI71,LF73_P4,1
NILS75,LF73_P4,1
IAI77,LF73_P4,0
NILS70,LF73_P4,1
ECOR53,LF73_P4,1
IAI74,LF73_P4,1
NILS54,LF73_P4,0
T145,LF73_P4,0
IAI51,LF73_P4,1
NILS62,LF73_P4,1
MT1B1,LF73_P4,0
NILS61,LF73_P4,0
LF82,LF73_P4,1
LF73,LF73_P4,1
NRG807C,LF73_P4,1
NILS26,LF73_P4,0
NILS80,LF73_P4,1
IAI53,LF73_P4,1
T205,LF73_P4,1
ED1A,LF73_P4,0
034026C1,LF73_P4,0
035004,LF73_P4,0
VDG427,LF73_P4,0
IAI48,LF73_P4,1
BEN4D,LF73_P4,0
NILS20,LF73_P4,0
034008,LF73_P4,0
001031C1,LF73_P4,0
013008,LF73_P4,0
COLF12G,LF73_P4,0
381A,LF73_P4,0
ECOR65,LF73_P4,0
IAI49,LF73_P4,1
NILS77,LF73_P4,0
IAI78,LF73_P4,0
IAI81,LF73_P4,1
IAI79,LF73_P4,1
IAI80,LF73_P4,1
ECOR64,LF73_P4,1
IAI67,LF73_P4,1
NILS28,LF73_P4,1
NILS58,LF73_P4,0
IAI47,LF73_P4,1
ECOR63,LF73_P4,1
ASP51G,LF73_P4,0
S176,LF73_P4,0
H10030035DE,LF73_P4,0
S21,LF73_P4,0
FN116,LF73_P4,1
FNB9,LF73_P4,1
FN126,LF73_P4,1
S111,LF73_P4,1
FN89,LF73_P4,1
NILS64,LF73_P4,1
LI10,LF73_P4,0
NILS25,LF73_P4,1
NILS55,LF73_P4,1
NILS27,LF73_P4,1
NILS73,LF73_P4,1
NILS19,LF73_P4,1
LM33,LF73_P4,1
NILS44,LF73_P4,1
NILS53,LF73_P4,0
NILS76,LF73_P4,1
NILS63,LF73_P4,1
NILS69,LF73_P4,0
ECOR66,LF73_P4,1
E234869,LF73_P4,1
FNB7,LF73_P4,0
DEC2A,LF73_P4,0
DEC1A,LF73_P4,0
FNB4,LF73_P4,0
BDX09,LF73_P4,0
AN03,LF73_P4,0
H10010155MI,LF73_P4,0
H10010034SM,LF73_P4,0
NILS60,LF73_P4,0
H10010053KC,LF73_P4,0
H10030054PP,LF73_P4,0
B1932,LF73_P4,0
ROAR434,LF73_P4,0
001023,LF73_P4,1
003026,LF73_P4,0
921A,LF73_P4,0
916A,LF73_P4,0
E1426,LF73_P4,0
H95,LF73_P4,0
H10020069VG,LF73_P4,0
ECOR38,LF73_P4,1
ECOR39,LF73_P4,1
ECOR41,LF73_P4,1
ECOR40,LF73_P4,1
IAI39,LF73_P4,1
IAI36,LF73_P4,0
ECOR35,LF73_P4,0
IAI58,LF73_P4,0
ECOR36,LF73_P4,1
NILS36,LF73_P4,1
IAI35,LF73_P4,1
IAI33,LF73_P4,1
NILS01,LF73_P4,1
PDP21,LF73_P4,1
NILS39,LF73_P4,1
NILS50,LF73_P4,1
NILS46,LF73_P4,1
LM08,LF73_P4,1
NILS18,LF73_P4,1
LM02,LF73_P4,1
DIJ07,LF73_P4,1
LM40,LF73_P4,1
BDX03,LF73_P4,1
IAI30,LF73_P4,1
IAI27,LF73_P4,1
ECOR47,LF73_P4,1
IAI24,LF73_P4,1
ECOR44,LF73_P4,1
NILS38,LF73_P4,1
NILS51,LF73_P4,1
ECOR49,LF73_P4,1
ECOR50,LF73_P4,1
NILS56,LF73_P4,0
ECOR46,LF73_P4,0
NILS42,LF73_P4,1
NILS52,LF73_P4,1
ECOR48,LF73_P4,1
NILS23,LF73_P4,1
ROAR178,LF73_P4,0
ROAR419,LF73_P4,0
H10040017BM,LF73_P4,0
H14,LF73_P4,0
H10030010GJ,LF73_P4,0
ROAR400,LF73_P4,0
ROAR205,LF73_P4,0
BCH953,LF73_P4,0
H10020064EM,LF73_P4,1
NILS49,LF73_P4,0
LM07,LF73_P4,0
H10010027SG,LF73_P4,0
H10050058MA,LF73_P4,0
NILS24,LF73_P4,0
ROAR334,LF73_P4,1
ROAR047,LF73_P4,1
ROAR072,LF73_P4,1
ROAR061,LF73_P4,1
ROAR082,LF73_P4,0
H4,LF73_P4,1
H10010093RA,LF73_P4,1
H48,LF73_P4,0
H47,LF73_P4,0
H70,LF73_P4,0
H10010125BM,LF73_P4,1
ECOR34,LF73_P4,1
ECOR32,LF73_P4,1
ECOR33,LF73_P4,1
ECOR30,LF73_P4,0
ECOR29,LF73_P4,0
LF50,LF73_P4,0
IAI01,LF73_P4,1
ECOR67,LF73_P4,0
NILS02,LF73_P4,0
ECOR26,LF73_P4,0
ECOR27,LF73_P4,0
ECOR28,LF73_P4,0
ECOR45,LF73_P4,0
55989,LF73_P4,0
IAI02,LF73_P4,0
NILS33,LF73_P4,1
IAI21,LF73_P4,1
ECOR69,LF73_P4,0
ECOR58,LF73_P4,0
ECOR72,LF73_P4,0
H10030071CJ,LF73_P4,1
NILS47,LF73_P4,0
H10050012LM,LF73_P4,0
ECOR70,LF73_P4,0
H10070037HD,LF73_P4,0
H10030079GR,LF73_P4,0
H10010131CA,LF73_P4,0
H10030120PR,LF73_P4,0
H10030088BJ,LF73_P4,0
ECOR71,LF73_P4,1
H10020060CT,LF73_P4,0
NILS15,LF73_P4,0
IAI43,LF73_P4,1
H10060022LR,LF73_P4,0
H10030116VR,LF73_P4,0
H10010020MO,LF73_P4,0
H10030090VJ,LF73_P4,1
H10010013LJ,LF73_P4,0
H10030105CR,LF73_P4,0
H10030115LR,LF73_P4,1
PDP110,LF73_P4,0
IAI18,LF73_P4,1
H10070015DG,LF73_P4,0
NILS48,LF73_P4,1
IAI41,LF73_P4,1
H10040021WI,LF73_P4,0
H10020007MM,LF73_P4,1
NILS34,LF73_P4,1
NILS40,LF73_P4,0
H10020011MG,LF73_P4,0
H10010003SJ,LF73_P4,0
IAI42,LF73_P4,0
H10010154TK,LF73_P4,0
PDP351,LF73_P4,1
H10010121QJ,LF73_P4,0
IAI08,LF73_P4,1
H10060003SL,LF73_P4,0
IAI40,LF73_P4,1
IAI37,LF73_P4,1
ECOR11,LF73_P4,1
NILS09,LF73_P4,1
NILS30,LF73_P4,1
NILS32,LF73_P4,1
IAI10,LF73_P4,0
IAI31,LF73_P4,0
IAI04,LF73_P4,0
AN24,LF73_P4,0
NILS06,LF73_P4,0
NILS22,LF73_P4,0
NAN33,LF73_P4,0
IAI34,LF73_P4,1
NIC06,LF73_P4,0
NILS16,LF73_P4,1
IAI17,LF73_P4,1
IAI15,LF73_P4,1
ECOR05,LF73_P4,0
IAI11,LF73_P4,1
NILS35,LF73_P4,1
ECOR10,LF73_P4,0
ECOR43A,LF73_P4,0
ECOR12,LF73_P4,0
IAI14,LF73_P4,0
IAI19,LF73_P4,1
IAI20,LF73_P4,1
ECOR25,LF73_P4,0
IAI26,LF73_P4,0
ECOR01,LF73_P4,0
IAI44,LF73_P4,1
ECOR08,LF73_P4,0
NILS13,LF73_P4,1
IAI07,LF73_P4,1
NILS10,LF73_P4,1
BE,LF73_P4,1
NILS07,LF73_P4,0
ECOR09,LF73_P4,0
NILS14,LF73_P4,1
ECOR13,LF73_P4,1
ECOR03,LF73_P4,1
NILS11,LF73_P4,1
IAI06,LF73_P4,1
ECOR02,LF73_P4,0
IAI13,LF73_P4,1
IAI09,LF73_P4,1
ECOR14,LF73_P4,1
IAI25,LF73_P4,0
IAI22,LF73_P4,1
IAI28,LF73_P4,0
NILS08,LF73_P4,0
ECOR07,LF73_P4,1
IAI29,LF73_P4,0
IAI12,LF73_P4,0
ECOR21,LF73_P4,0
ECOR20,LF73_P4,0
ECOR18,LF73_P4,0
ECOR19,LF73_P4,0
NILS17,LF73_P4,1
NILS12,LF73_P4,1
ECOR06,LF73_P4,0
ECOR23,LF73_P4,0
NILS41,LF73_P4,1
BL21,LF73_P4,1
ECOR17,LF73_P4,0
NILS03,LF73_P4,0
ECOR22,LF73_P4,0
ECOR16,LF73_P4,0
NILS04,LF73_P4,0
ECOR15,LF73_P4,1
NILS43,LF73_P4,1
ECOR04,LF73_P4,1
IAI16,LF73_P4,0
IAI23,LF73_P4,1
NILS37,LF73_P4,1
IAI03,LF73_P4,0
ECOR24,LF73_P4,1
ROAR274,LF73_P4,0
ECOR42,LF73_P4,0
IAI50,LF73_P4,1
ROAR036,LF73_P4,0
EC6230,LF73_P4,0
025010,LF73_P4,0
NILS05,LF73_P4,0
ROAR387,LF73_P4,0
B6A1,LF73_P4,0
ECOR31,LF73_P4,0
LMR3158,LF73_P4,0
ROAR131,LF73_P4,0
ROAR059,LF73_P4,1
EDL933,LF73_P4,0
ECOR37,LF73_P4,1
ROAR029,LF73_P4,0
IAI05,LF73_P4,0
ROAR012,LF73_P4,0
NILS45,LF73_P4,0
H442,LF73_P4,1
E2052,LF73_P4,1
TW10509,LF73_P4,1
H009,LF73_P4,1
H384,LF73_P4,1
E7519,LF73_P4,0
NILS31,LF73_P4,1
370D,LF73_P4,0
E4962,LF73_P4,0
M863,LF73_P4,0
IAI32,LF73_P4,1
IAI45,LF73_P4,1
ROAR185,LF73_P4,1
H10030019BM,LF73_P4,1
C2119,LF73_P4,1
B1747,LF73_P4,1
H10040007OM,LF73_P4,0
B12I13,LF73_P4,1
E1492,LF73_P4,0
B253,LF73_P4,0
EFERGUSONIIIVAN,LF73_P4,0
ATCC35469T,LF73_P4,1
ROAR344,LF73_P4,0
B691,LF73_P4,0
ROAR176,LF73_P4,1
ROAR220,LF73_P4,0
ROAR130,LF73_P4,0
ROAR129,LF73_P4,0
ROAR292,LF73_P4,0
ROAR145,LF73_P4,1
ROAR043,LF73_P4,0
ROAR438,LF73_P4,1
ROAR291,LF73_P4,1
ROAR116,LF73_P4,1
B49,LF73_P4,1
ROAR019,LF73_P4,1
B1147,LF73_P4,1
S1109,LF73_P4,1
EALBERTIICIP107988T,LF73_P4,0
S184,LF73_P4,0
B090,LF73_P4,0
B156,LF73_P4,0
S191,LF73_P4,0
B992,LF73_P4,0
ECOR54,BCH953_P2,1
DIJ06,BCH953_P2,0
ECOR52,BCH953_P2,0
ECOR51,BCH953_P2,1
ECOR55,BCH953_P2,0
IAI54,BCH953_P2,0
ECOR57,BCH953_P2,1
IAI72,BCH953_P2,1
NILS59,BCH953_P2,0
LF31,BCH953_P2,1
NILS71,BCH953_P2,0
AN17,BCH953_P2,0
T147,BCH953_P2,1
ECOR56,BCH953_P2,1
NILS74,BCH953_P2,1
IAI68,BCH953_P2,0
IAI62,BCH953_P2,0
IAI63,BCH953_P2,0
NILS79,BCH953_P2,0
NILS72,BCH953_P2,0
IAI76,BCH953_P2,0
IAI75,BCH953_P2,0
NILS29,BCH953_P2,0
NILS65,BCH953_P2,1
IAI57,BCH953_P2,0
IAI82,BCH953_P2,1
IAI73,BCH953_P2,1
536,BCH953_P2,1
IAI64,BCH953_P2,1
NILS81,BCH953_P2,1
IAI55,BCH953_P2,0
IAI70,BCH953_P2,0
NILS82,BCH953_P2,1
NILS78,BCH953_P2,0
NILS57,BCH953_P2,0
AL505,BCH953_P2,1
NILS67,BCH953_P2,0
IAI60,BCH953_P2,0
IAI66,BCH953_P2,0
IAI46,BCH953_P2,0
LF7074,BCH953_P2,1
IAI56,BCH953_P2,0
IAI61,BCH953_P2,0
ECOR61,BCH953_P2,1
ECOR62,BCH953_P2,0
IAI38,BCH953_P2,0
IAI59,BCH953_P2,0
IAI69,BCH953_P2,0
IAI65,BCH953_P2,1
NILS68,BCH953_P2,0
NILS21,BCH953_P2,0
NILS66,BCH953_P2,1
ECOR59,BCH953_P2,0
ECOR60,BCH953_P2,1
IAI71,BCH953_P2,0
NILS75,BCH953_P2,1
IAI77,BCH953_P2,1
NILS70,BCH953_P2,0
ECOR53,BCH953_P2,1
IAI74,BCH953_P2,0
NILS54,BCH953_P2,0
T145,BCH953_P2,0
IAI51,BCH953_P2,0
NILS62,BCH953_P2,1
MT1B1,BCH953_P2,1
NILS61,BCH953_P2,0
LF82,BCH953_P2,1
LF73,BCH953_P2,0
NRG807C,BCH953_P2,1
NILS26,BCH953_P2,1
NILS80,BCH953_P2,1
IAI53,BCH953_P2,0
T205,BCH953_P2,0
ED1A,BCH953_P2,1
034026C1,BCH953_P2,0
035004,BCH953_P2,1
VDG427,BCH953_P2,1
IAI48,BCH953_P2,1
BEN4D,BCH953_P2,1
NILS20,BCH953_P2,0
034008,BCH953_P2,0
001031C1,BCH953_P2,0
013008,BCH953_P2,1
COLF12G,BCH953_P2,0
381A,BCH953_P2,0
ECOR65,BCH953_P2,1
IAI49,BCH953_P2,0
NILS77,BCH953_P2,0
IAI78,BCH953_P2,1
IAI81,BCH953_P2,1
IAI79,BCH953_P2,1
IAI80,BCH953_P2,0
ECOR64,BCH953_P2,0
IAI67,BCH953_P2,0
NILS28,BCH953_P2,0
NILS58,BCH953_P2,0
IAI47,BCH953_P2,1
ECOR63,BCH953_P2,1
ASP51G,BCH953_P2,0
S176,BCH953_P2,0
H10030035DE,BCH953_P2,0
S21,BCH953_P2,1
FN116,BCH953_P2,0
FNB9,BCH953_P2,0
FN126,BCH953_P2,0
S111,BCH953_P2,0
FN89,BCH953_P2,0
NILS64,BCH953_P2,0
LI10,BCH953_P2,0
NILS25,BCH953_P2,0
NILS55,BCH953_P2,0
NILS27,BCH953_P2,1
NILS73,BCH953_P2,1
NILS19,BCH953_P2,0
LM33,BCH953_P2,0
NILS44,BCH953_P2,1
NILS53,BCH953_P2,0
NILS76,BCH953_P2,0
NILS63,BCH953_P2,1
NILS69,BCH953_P2,0
ECOR66,BCH953_P2,1
E234869,BCH953_P2,1
FNB7,BCH953_P2,0
DEC2A,BCH953_P2,0
DEC1A,BCH953_P2,1
FNB4,BCH953_P2,0
BDX09,BCH953_P2,0
AN03,BCH953_P2,1
H10010155MI,BCH953_P2,0
H10010034SM,BCH953_P2,0
NILS60,BCH953_P2,0
H10010053KC,BCH953_P2,0
H10030054PP,BCH953_P2,1
B1932,BCH953_P2,0
ROAR434,BCH953_P2,1
001023,BCH953_P2,0
003026,BCH953_P2,0
921A,BCH953_P2,0
916A,BCH953_P2,0
E1426,BCH953_P2,0
H95,BCH953_P2,0
H10020069VG,BCH953_P2,0
ECOR38,BCH953_P2,0
ECOR39,BCH953_P2,1
ECOR41,BCH953_P2,0
ECOR40,BCH953_P2,0
IAI39,BCH953_P2,0
IAI36,BCH953_P2,0
ECOR35,BCH953_P2,0
IAI58,BCH953_P2,0
ECOR36,BCH953_P2,0
NILS36,BCH953_P2,0
IAI35,BCH953_P2,1
IAI33,BCH953_P2,0
NILS01,BCH953_P2,0
PDP21,BCH953_P2,0
NILS39,BCH953_P2,0
NILS50,BCH953_P2,1
NILS46,BCH953_P2,0
LM08,BCH953_P2,1
NILS18,BCH953_P2,0
LM02,BCH953_P2,0
DIJ07,BCH953_P2,0
LM40,BCH953_P2,1
BDX03,BCH953_P2,0
IAI30,BCH953_P2,1
IAI27,BCH953_P2,1
ECOR47,BCH953_P2,1
IAI24,BCH953_P2,0
ECOR44,BCH953_P2,1
NILS38,BCH953_P2,1
NILS51,BCH953_P2,0
ECOR49,BCH953_P2,0
ECOR50,BCH953_P2,0
NILS56,BCH953_P2,0
ECOR46,BCH953_P2,0
NILS42,BCH953_P2,1
NILS52,BCH953_P2,1
ECOR48,BCH953_P2,0
NILS23,BCH953_P2,1
ROAR178,BCH953_P2,1
ROAR419,BCH953_P2,1
H10040017BM,BCH953_P2,1
H14,BCH953_P2,0
H10030010GJ,BCH953_P2,0
ROAR400,BCH953_P2,0
ROAR205,BCH953_P2,0
BCH953,BCH953_P2,1
H10020064EM,BCH953_P2,1
NILS49,BCH953_P2,0
LM07,BCH953_P2,1
H10010027SG,BCH953_P2,1
H10050058MA,BCH953_P2,1
NILS24,BCH953_P2,0
ROAR334,BCH953_P2,0
ROAR047,BCH953_P2,0
ROAR072,BCH953_P2,0
ROAR061,BCH953_P2,0
ROAR082,BCH953_P2,1
H4,BCH953_P2,0
H10010093RA,BCH953_P2,0
H48,BCH953_P2,1
H47,BCH953_P2,0
H70,BCH953_P2,1
H10010125BM,BCH953_P2,0
ECOR34,BCH953_P2,0
ECOR32,BCH953_P2,0
ECOR33,BCH953_P2,0
ECOR30,BCH953_P2,0
ECOR29,BCH953_P2,0
LF50,BCH953_P2,1
IAI01,BCH953_P2,0
ECOR67,BCH953_P2,1
NILS02,BCH953_P2,0
ECOR26,BCH953_P2,0
ECOR27,BCH953_P2,1
ECOR28,BCH953_P2,0
ECOR45,BCH953_P2,1
55989,BCH953_P2,1
IAI02,BCH953_P2,1
NILS33,BCH953_P2,0
IAI21,BCH953_P2,0
ECOR69,BCH953_P2,0
ECOR58,BCH953_P2,1
ECOR72,BCH953_P2,1
H10030071CJ,BCH953_P2,1
NILS47,BCH953_P2,1
H10050012LM,BCH953_P2,1
ECOR70,BCH953_P2,0
H10070037HD,BCH953_P2,1
H10030079GR,BCH953_P2,1
H10010131CA,BCH953_P2,0
H10030120PR,BCH953_P2,0
H10030088BJ,BCH953_P2,0
ECOR71,BCH953_P2,1
H10020060CT,BCH953_P2,0
NILS15,BCH953_P2,0
IAI43,BCH953_P2,0
H10060022LR,BCH953_P2,0
H10030116VR,BCH953_P2,0
H10010020MO,BCH953_P2,1
H10030090VJ,BCH953_P2,1
H10010013LJ,BCH953_P2,1
H10030105CR,BCH953_P2,1
H10030115LR,BCH953_P2,1
PDP110,BCH953_P2,1
IAI18,BCH953_P2,0
H10070015DG,BCH953_P2,0
NILS48,BCH953_P2,0
IAI41,BCH953_P2,1
H10040021WI,BCH953_P2,0
H10020007MM,BCH953_P2,0
NILS34,BCH953_P2,0
NILS40,BCH953_P2,0
H10020011MG,BCH953_P2,1
H10010003SJ,BCH953_P2,0
IAI42,BCH953_P2,0
H10010154TK,BCH953_P2,0
PDP351,BCH953_P2,0
H10010121QJ,BCH953_P2,0
IAI08,BCH953_P2,1
H10060003SL,BCH953_P2,0
IAI40,BCH953_P2,0
IAI37,BCH953_P2,0
ECOR11,BCH953_P2,0
NILS09,BCH953_P2,0
NILS30,BCH953_P2,0
NILS32,BCH953_P2,0
IAI10,BCH953_P2,0
IAI31,BCH953_P2,1
IAI04,BCH953_P2,1
AN24,BCH953_P2,0
NILS06,BCH953_P2,0
NILS22,BCH953_P2,0
NAN33,BCH953_P2,0
IAI34,BCH953_P2,1
NIC06,BCH953_P2,0
NILS16,BCH953_P2,0
IAI17,BCH953_P2,0
IAI15,BCH953_P2,0
ECOR05,BCH953_P2,1
IAI11,BCH953_P2,1
NILS35,BCH953_P2,0
ECOR10,BCH953_P2,0
ECOR43A,BCH953_P2,0
ECOR12,BCH953_P2,1
IAI14,BCH953_P2,0
IAI19,BCH953_P2,1
IAI20,BCH953_P2,0
ECOR25,BCH953_P2,1
IAI26,BCH953_P2,1
ECOR01,BCH953_P2,0
IAI44,BCH953_P2,1
ECOR08,BCH953_P2,1
NILS13,BCH953_P2,1
IAI07,BCH953_P2,0
NILS10,BCH953_P2,1
BE,BCH953_P2,0
